Age,Tenure_Months,Monthly_Spend_USD,Support_Calls,Satisfaction_Score,Churn
28,50,132.78,1,5,0
24,4,99.74,2,2,1
32,38,86.03,0,2,0
52,44,108.61,0,4,0
41,27,100.05,1,4,0
29,9,102.05,1,1,0
40,47,166.61,1,2,0
48,16,109.84,1,3,0
44,56,93.48,3,2,1
35,12,121.12,2,2,1
28,31,124.17,2,1,1
41,24,72.52,0,3,0
38,55,108.06,0,2,0
43,14,106.45,2,3,1
41,45,113.11,0,4,0
45,25,149.02,2,4,0
29,34,125.47,3,3,1
48,3,169.12,3,2,1
36,58,119.53,1,3,0
55,24,191.04,2,3,0
28,54,101.57,1,4,0
52,42,89.22,3,3,0
36,9,141.89,2,5,0
28,26,174.56,1,5,0
30,20,64.85,2,4,0
31,40,112.12,0,2,0
39,10,95.57,1,2,1
40,19,125.71,0,4,0
29,3,120.4,0,2,0
34,24,173.82,2,1,1
56,5,115.66,3,5,0
52,3,174.99,2,1,1
39,58,107.4,2,1,0
35,27,157.06,0,1,0
36,16,129.15,1,4,0
41,49,189.2,0,1,0
24,15,60.92,1,3,0
32,35,73.45,3,2,1
18,12,193.26,1,4,0
38,41,90.67,0,3,0
41,53,93.21,1,3,0
30,44,84.97,0,5,0
50,26,165.94,0,5,0
22,47,69.86,1,3,0
20,34,120.9,0,5,0
37,23,109.38,2,2,1
45,31,161.46,0,2,0
51,50,97.45,4,5,0
30,20,136.61,1,1,1
45,12,73.15,3,3,1
34,23,210.96,0,2,0
33,4,110.42,3,5,0
43,23,120.35,1,5,0
41,48,186.19,2,2,0
19,55,96.53,3,2,1
49,48,186.7,2,1,0
48,1,103.54,0,5,0
28,54,146.87,1,5,0
38,25,97.09,2,4,1
39,2,65.76,2,1,1
37,30,136.58,1,2,0
29,3,145.6,0,2,1
28,58,67.36,2,3,0
34,21,107.72,3,2,1
46,25,168.03,5,5,1
40,20,144.0,1,2,0
31,49,104.19,1,5,0
42,52,96.1,1,5,0
18,22,197.93,1,1,1
46,21,62.12,4,2,1
18,33,117.63,1,1,1
31,52,61.41,3,5,0
23,38,172.59,0,2,1
22,15,119.72,1,2,0
46,58,127.13,1,1,0
30,58,230.76,1,1,0
38,46,96.26,1,5,0
34,52,189.94,3,5,0
39,15,104.37,0,2,0
35,46,110.66,3,2,1
22,25,225.53,2,4,0
44,21,113.56,1,4,0
30,24,65.03,3,3,0
19,57,131.28,1,5,0
30,58,113.09,2,3,0
50,5,134.68,1,3,1
43,6,114.66,0,1,1
31,49,208.62,1,1,1
31,43,142.27,1,4,0
31,48,77.0,0,3,0
55,44,124.98,1,4,0
38,47,88.01,1,5,0
39,23,110.09,3,2,1
45,4,83.58,1,1,1
37,27,204.28,1,5,0
32,18,92.34,1,5,0
33,21,147.5,1,1,0
34,28,107.06,1,1,1
34,35,73.66,3,3,1
42,22,127.91,3,4,0
35,40,136.03,1,5,0
42,23,142.35,2,3,0
34,3,20.0,2,3,0
35,40,70.61,5,5,1
18,50,158.3,2,5,0
44,10,83.06,2,2,1
38,25,128.12,2,4,0
44,52,69.68,2,5,0
18,49,149.26,4,1,1
55,8,157.25,1,2,1
33,55,149.28,1,4,0
46,11,161.3,0,1,1
24,5,182.56,6,1,1
41,58,73.04,0,4,0
24,45,88.45,3,2,1
28,53,155.9,1,1,1
54,55,165.21,1,3,1
33,37,93.03,0,4,0
37,56,90.24,1,4,0
43,59,93.91,1,5,0
39,45,55.8,1,2,0
36,38,69.14,2,3,1
38,29,70.11,3,3,1
59,5,108.24,0,5,0
34,9,130.83,2,1,1
37,59,137.34,2,1,1
45,48,99.66,2,3,0
46,2,100.64,1,2,1
46,1,124.95,1,1,0
41,40,60.16,0,4,0
23,51,158.38,3,5,0
51,30,171.42,1,2,1
23,11,94.98,1,1,1
38,28,104.06,4,3,1
27,44,169.73,2,5,0
34,12,115.08,6,1,1
38,39,143.53,1,3,0
38,26,116.31,1,1,1
39,13,182.25,2,5,0
51,59,139.6,2,4,0
39,8,141.91,1,4,0
32,54,142.65,2,3,0
44,28,97.8,3,4,0
46,58,101.47,2,5,0
22,30,150.77,0,3,0
40,9,125.06,1,1,0
42,39,72.9,1,2,0
32,31,194.92,1,1,0
48,58,159.12,0,5,0
33,21,121.51,1,3,1
36,56,109.06,2,1,1
33,47,127.95,1,3,0
35,34,140.7,1,4,0
24,55,38.68,1,2,0
20,31,204.49,2,5,0
50,52,88.4,0,1,1
26,25,119.92,0,2,0
25,12,121.39,0,5,0
18,1,199.87,2,5,0
28,55,116.48,1,4,0
21,22,183.54,2,3,1
51,40,136.27,0,3,0
45,37,81.52,1,2,1
28,47,125.39,2,4,0
57,1,115.26,3,5,1
44,1,76.64,3,4,0
31,57,134.31,2,4,0
18,42,120.88,0,2,0
57,54,142.26,1,3,0
21,42,127.73,3,4,0
18,21,93.96,2,4,1
45,15,150.73,0,4,0
59,17,95.02,2,1,1
48,22,20.0,4,4,0
40,38,125.15,3,4,0
40,35,97.84,1,5,0
43,45,135.29,3,1,1
42,16,199.95,0,4,0
37,8,201.11,3,4,0
36,47,113.4,1,2,0
34,17,86.94,1,2,0
27,17,143.39,4,1,1
32,54,105.19,2,5,0
18,26,135.67,5,1,1
34,13,93.57,3,1,1
25,17,130.03,2,2,1
23,38,87.52,0,2,0
36,17,167.37,2,5,0
48,48,96.4,2,4,1
44,14,146.44,1,5,0
19,45,69.41,3,4,0
25,6,151.25,1,3,1
44,35,81.34,0,2,0
25,46,130.45,3,3,1
32,14,160.93,4,3,1
40,47,112.0,1,2,0
25,8,78.83,1,3,0
36,15,139.87,3,1,1
21,54,86.36,0,4,0
28,27,103.83,1,5,0
38,13,130.62,5,2,1
19,49,174.43,0,1,1
39,31,121.06,2,5,0
34,53,120.91,0,5,0
40,56,149.5,1,5,0
37,35,122.01,4,3,1
48,6,145.42,4,3,1
36,5,163.14,0,3,0
30,22,106.89,7,3,1
36,58,20.0,2,1,0
40,49,87.28,2,3,0
35,23,168.35,1,2,0
35,25,118.65,3,5,0
27,34,106.43,0,1,1
28,26,166.67,1,3,0
20,47,115.95,0,5,0
52,5,36.3,1,1,1
22,26,59.79,0,5,0
28,20,136.75,0,1,1
27,6,117.32,0,4,0
43,6,178.19,3,1,1
32,59,90.67,1,3,0
47,50,107.62,2,5,0
28,18,84.62,1,5,0
37,4,99.18,1,5,0
26,17,44.32,1,2,1
56,57,104.57,1,2,0
23,14,117.93,1,3,0
38,14,114.55,5,4,1
41,13,205.98,0,2,0
39,7,193.34,1,1,1
33,44,89.96,1,3,0
33,55,38.24,2,4,0
35,15,116.03,1,1,1
33,19,135.06,1,5,0
44,43,85.58,3,2,1
57,47,87.56,1,1,0
29,44,183.3,0,4,0
21,35,109.7,1,3,0
34,17,146.49,1,1,1
60,35,82.79,3,3,0
26,19,117.72,1,5,0
51,20,106.55,2,4,0
51,36,92.99,2,4,0
29,35,166.21,0,2,0
40,32,64.44,2,4,1
51,58,132.0,0,1,0
31,48,105.8,0,1,0
32,44,136.59,1,1,1
29,40,106.34,2,5,0
24,24,154.69,3,4,1
28,17,82.41,2,4,0
22,7,166.3,1,1,1
35,43,118.85,1,2,1
27,50,66.86,2,2,0
37,1,147.21,0,4,0
19,35,112.05,2,4,0
38,32,51.69,3,3,1
43,36,133.3,2,4,0
18,13,160.26,2,1,1
38,6,171.29,0,5,0
47,58,104.87,0,4,0
22,14,125.81,2,4,1
51,37,122.02,0,1,1
39,48,179.59,5,3,0
27,15,87.58,0,4,0
34,47,101.41,0,2,0
40,4,86.61,2,2,1
35,40,62.03,2,2,0
40,59,129.91,0,5,0
25,16,184.05,1,5,0
36,28,112.06,2,4,0
20,16,84.72,2,4,0
33,4,127.47,2,4,1
25,45,143.56,1,5,0
27,26,113.75,4,4,1
47,28,176.14,4,1,1
45,32,87.51,0,3,0
41,45,108.52,1,2,0
24,2,131.84,0,2,0
31,31,135.72,1,1,0
47,3,121.89,2,4,0
36,54,68.86,3,5,0
58,8,213.52,0,4,0
38,24,110.56,1,4,0
36,15,124.41,4,2,1
31,43,144.67,2,2,1
36,31,94.54,2,5,0
33,9,122.28,4,2,1
42,39,92.91,1,4,1
44,45,136.62,2,1,1
27,2,108.96,2,5,1
21,8,130.75,3,1,1
18,7,78.14,0,4,0
40,56,86.84,1,5,0
23,44,65.39,1,1,1
18,51,91.58,2,5,0
38,39,20.0,0,4,0
59,42,107.72,2,5,0
34,57,98.63,2,4,0
43,16,126.04,1,5,0
35,35,121.78,2,5,0
34,30,170.28,2,2,1
44,10,223.77,1,4,0
32,38,165.5,2,3,0
37,18,101.88,1,5,0
38,50,100.26,2,1,1
28,5,154.75,0,2,1
44,53,52.67,0,2,0
33,29,107.39,0,5,0
27,39,110.47,0,3,0
40,34,143.37,1,2,0
26,43,144.55,3,4,1
35,45,90.22,1,5,0
34,23,103.43,2,5,0
45,5,137.8,0,3,0
39,30,88.04,1,4,0
34,6,168.24,2,4,1
43,56,144.37,0,3,0
48,58,126.86,2,1,1
40,46,135.64,2,4,0
35,44,101.32,0,1,0
21,4,94.95,1,1,1
24,29,103.01,2,5,0
31,23,140.0,3,5,0
28,6,128.04,2,2,1
33,32,103.09,1,5,0
35,42,149.98,0,4,0
40,18,113.04,0,4,0
34,15,92.27,2,1,1
39,40,130.17,1,4,0
35,58,79.48,1,5,0
18,32,52.51,1,5,0
25,9,119.8,1,5,0
33,37,93.7,1,3,0
22,10,109.83,0,4,0
40,20,81.33,3,2,1
50,6,168.36,2,4,1
47,48,93.54,2,4,0
32,56,102.72,1,3,0
49,59,135.12,0,4,0
36,3,64.94,2,1,0
31,42,61.98,2,5,0
28,11,135.24,2,5,0
31,43,102.2,3,3,0
31,17,83.94,3,5,0
36,32,144.13,1,1,0
36,4,87.52,0,3,1
35,4,109.02,0,2,1
39,17,84.15,4,5,1
46,41,132.14,2,4,0
44,19,173.28,2,1,1
20,5,45.56,2,1,1
18,32,124.51,1,5,0
44,22,154.26,0,2,0
21,56,103.14,4,4,1
32,6,74.76,3,2,1
23,35,136.84,4,2,1
18,22,160.07,2,5,0
40,1,155.62,2,4,1
42,20,134.64,1,5,0
29,22,123.92,2,5,0
18,48,84.04,1,1,0
29,55,154.61,4,5,0
38,11,152.4,2,3,0
20,13,74.48,4,4,1
36,59,134.58,1,1,0
34,42,146.11,1,4,0
40,3,155.28,0,1,0
36,9,117.0,0,3,0
25,12,85.7,0,5,0
46,23,99.92,3,1,1
33,14,79.71,2,1,1
34,33,117.96,2,1,1
25,18,110.12,2,3,1
30,49,205.8,0,4,0
26,59,155.79,0,3,0
33,41,158.78,1,1,1
52,9,138.85,1,1,0
21,23,105.31,2,5,0
18,10,108.98,1,3,0
49,19,112.65,1,3,0
32,47,127.53,0,2,0
28,5,135.57,3,4,1
45,47,120.03,2,2,1
28,52,108.38,3,2,1
53,23,96.24,2,4,0
41,30,64.29,1,5,0
30,25,171.34,1,5,0
56,28,208.22,3,4,1
28,34,167.97,3,4,0
42,45,69.64,0,3,0
37,56,151.48,2,3,0
48,48,160.95,2,3,1
50,47,103.86,0,3,0
35,25,139.56,2,1,1
27,10,101.75,3,1,1
39,14,181.16,1,5,0
28,42,134.61,2,1,1
55,57,83.31,3,1,1
36,46,146.79,2,3,0
31,58,162.35,1,3,0
36,30,127.93,1,4,0
21,55,139.18,2,3,1
25,41,117.21,3,4,0
47,25,74.63,1,4,0
28,14,113.93,2,1,1
24,35,140.92,2,3,0
40,52,114.88,2,1,0
46,48,152.03,3,3,0
42,34,104.31,2,1,1
44,10,106.94,2,1,1
27,35,153.24,1,1,1
20,11,128.87,0,5,1
50,11,103.53,0,1,1
31,21,161.35,1,2,0
32,21,92.45,5,2,1
48,22,90.92,3,2,1
40,45,20.0,4,4,1
39,7,97.84,1,1,1
56,55,172.35,1,2,0
28,17,37.11,2,4,0
44,2,81.92,0,2,1
35,12,137.56,1,3,1
37,57,30.21,1,5,0
50,42,99.57,1,1,0
40,18,165.63,1,5,0
40,54,201.72,2,5,0
45,59,131.61,3,3,0
31,11,82.94,0,3,0
26,16,81.59,1,3,0
24,49,125.8,2,4,0
18,51,131.24,1,2,0
55,18,194.32,2,1,1
23,35,158.83,1,3,0
32,53,123.36,3,1,1
32,59,106.59,3,1,1
38,26,240.59,2,1,1
43,16,145.06,0,3,0
43,6,93.25,1,3,1
29,57,111.02,3,2,0
33,44,84.9,1,3,0
37,43,23.82,1,3,0
32,47,132.51,1,1,0
51,47,191.3,2,2,1
39,48,54.78,2,5,0
42,42,122.21,3,3,0
41,12,91.72,1,3,1
46,13,140.86,2,5,0
36,4,113.11,1,1,1
22,39,65.6,2,2,0
38,54,80.76,2,1,1
28,2,86.79,2,4,1
29,26,173.77,0,3,0
40,59,171.73,1,4,0
47,27,107.55,0,3,0
35,27,169.11,1,4,0
38,15,113.07,3,5,0
52,8,106.93,2,3,0
37,7,122.28,1,3,0
61,47,131.39,2,4,0
40,55,97.78,2,2,1
18,46,120.87,2,4,0
42,40,151.49,0,3,0
38,12,125.18,1,3,0
47,13,121.71,1,2,1
41,43,139.77,1,1,0
33,17,146.67,1,2,1
22,17,117.5,0,1,1
32,56,101.03,0,3,1
26,36,127.57,1,5,0
29,21,56.24,1,5,0
40,8,111.59,0,4,0
51,5,21.14,3,2,1
38,26,52.97,2,2,1
23,16,46.95,2,5,0
39,36,161.89,1,1,1
46,28,120.56,0,2,0
28,54,69.52,2,1,0
33,29,139.64,0,1,0
35,47,159.55,1,1,0
27,12,140.34,1,1,1
41,37,112.45,2,4,0
33,30,129.3,1,4,0
39,23,156.06,0,5,0
26,16,101.23,2,4,0
30,14,121.19,0,2,0
42,10,109.71,2,4,0
31,7,55.46,2,2,1
52,45,156.66,0,2,0
31,52,202.29,2,1,1
37,37,85.05,1,5,0
44,29,158.51,1,1,0
20,3,86.32,0,1,1
18,15,125.31,4,4,1
19,36,180.32,2,4,0
47,47,99.18,3,2,1
29,46,119.41,2,4,0
60,52,47.94,3,4,0
29,19,93.43,2,3,0
36,13,43.75,0,2,0
50,42,137.17,2,2,1
55,21,153.27,1,3,0
55,37,111.13,1,2,1
47,27,131.44,3,5,0
45,55,106.97,0,5,0
40,52,149.62,3,3,0
42,29,125.18,2,4,1
29,20,40.57,1,5,0
26,25,157.6,2,3,0
34,6,104.42,2,5,0
33,36,69.18,2,1,1
30,2,102.44,0,3,0
41,22,43.92,1,2,0
44,32,70.0,0,5,0
35,16,125.72,1,2,1
49,18,129.07,3,3,0
23,5,132.26,1,5,0
33,54,120.13,3,2,0
27,36,92.29,0,4,0
18,30,117.82,1,4,0
34,45,102.51,1,1,1
33,19,54.97,4,3,1
50,23,89.1,4,2,1
41,34,155.58,1,1,0
24,13,183.53,1,3,1
53,43,146.05,3,4,0
47,54,181.75,1,2,0
40,29,123.42,1,5,0
32,36,189.7,2,4,0
25,22,202.18,1,5,0
31,52,50.66,2,5,0
45,52,128.86,0,2,0
53,47,123.46,1,2,0
50,36,103.04,1,5,0
30,9,139.68,0,1,1
23,39,121.65,1,5,0
36,51,90.58,1,5,0
18,19,118.94,0,2,0
38,38,168.18,3,3,1
33,6,127.3,2,4,0
30,52,145.08,2,2,0
19,47,108.92,2,1,1
40,15,138.08,1,4,0
29,57,71.63,2,2,1
23,20,100.01,2,2,0
18,9,115.89,3,3,1
34,32,68.95,1,1,1
52,4,86.79,3,1,1
51,50,132.52,1,2,0
30,18,125.19,2,3,0
28,5,152.25,1,2,1
39,20,95.98,0,5,0
25,23,122.3,2,5,0
38,11,93.13,2,3,0
42,37,148.25,0,2,0
47,22,167.63,3,3,1
33,58,139.33,0,2,0
32,4,162.45,0,2,0
26,29,121.3,2,5,0
26,44,152.22,4,4,0
32,34,123.02,1,1,1
38,13,79.0,3,1,1
44,42,129.87,3,3,0
26,9,80.19,2,1,1
49,42,213.57,1,5,0
32,31,106.64,3,4,0
34,7,145.8,4,2,1
27,4,119.5,2,2,1
18,19,70.66,2,5,0
43,42,44.06,3,1,1
42,30,149.96,0,2,1
32,31,181.97,1,1,1
35,35,90.61,1,5,0
40,57,53.73,1,2,0
19,21,106.99,2,3,0
29,31,82.52,4,4,0
42,19,93.99,2,1,1
22,31,144.41,2,1,1
37,53,117.98,0,1,0
21,32,86.82,4,1,1
39,2,143.54,2,5,0
34,59,146.67,1,5,0
18,52,106.52,0,5,0
46,10,125.52,2,5,0
27,2,140.82,4,2,0
26,2,137.04,0,5,0
37,24,121.62,0,2,1
46,17,177.3,2,3,0
24,32,143.31,0,5,0
35,16,101.97,1,3,0
39,16,102.21,2,5,0
41,46,97.68,1,3,0
36,39,145.28,1,4,0
31,53,95.09,0,3,0
26,31,103.0,0,2,0
35,43,162.32,0,1,1
24,24,127.67,0,3,1
18,1,167.94,2,1,1
39,11,151.92,5,4,1
44,55,72.93,2,4,0
18,21,115.91,1,2,1
24,4,159.6,4,2,1
41,7,71.11,0,3,0
55,26,136.79,1,5,0
35,47,118.43,0,4,0
27,50,49.81,2,1,0
33,12,124.79,0,5,0
48,31,86.5,0,4,0
28,17,73.29,4,3,0
27,33,120.37,3,4,0
30,11,42.77,2,2,0
25,28,93.03,3,1,1
36,32,222.05,1,1,1
51,1,146.01,1,2,1
38,47,84.74,0,5,0
32,28,176.17,0,2,0
32,53,80.32,1,1,1
19,42,97.85,1,3,0
43,7,74.05,0,5,0
34,2,130.24,1,4,0
33,42,174.75,2,3,1
66,24,80.04,0,5,0
37,4,37.58,2,1,1
27,44,163.64,1,1,0
30,19,182.15,2,3,1
46,26,40.2,1,5,0
36,11,138.4,2,4,0
20,40,129.06,0,4,0
44,50,88.5,1,2,0
28,43,64.23,1,3,0
53,11,159.67,4,5,1
45,45,127.16,1,3,0
30,3,130.18,2,4,0
47,12,95.13,1,5,1
35,3,87.92,1,1,1
43,42,21.8,1,1,1
39,27,110.88,3,5,1
26,49,177.55,1,3,1
28,54,84.39,1,3,0
45,2,59.1,0,1,0
31,49,137.43,1,1,1
30,16,144.8,1,4,0
25,2,96.56,2,5,0
39,54,106.05,2,3,0
55,30,130.56,1,4,0
24,20,113.78,3,3,1
35,38,160.01,0,1,0
49,28,217.49,0,5,0
34,25,51.63,1,2,1
39,32,169.19,3,5,0
24,10,124.21,1,2,1
39,42,175.53,4,4,0
33,40,148.97,0,2,0
44,33,122.45,1,2,0
46,13,150.4,2,4,1
60,56,104.23,0,5,0
40,41,89.03,0,4,0
38,54,152.43,0,1,1
36,42,86.23,0,1,0
31,47,145.69,0,2,0
38,37,121.23,1,4,0
32,54,26.82,2,4,0
36,16,97.02,3,4,1
48,45,133.39,3,5,0
24,22,103.76,3,3,0
46,57,20.0,2,3,0
48,20,172.83,1,3,0
33,50,126.78,2,5,0
18,43,137.75,1,4,0
28,27,101.07,1,3,0
47,41,141.26,1,4,0
34,16,193.39,2,2,1
25,34,90.6,1,3,0
29,32,186.68,0,2,0
43,26,135.94,0,5,0
40,25,85.22,2,1,1
32,2,208.5,0,5,0
31,12,135.67,1,5,0
31,40,147.06,1,5,0
25,9,109.23,2,3,0
51,12,88.15,3,2,1
31,26,126.71,1,3,0
47,9,183.26,1,1,1
50,10,107.61,0,5,0
44,32,118.93,4,4,1
30,57,178.25,0,1,1
39,34,107.99,2,2,1
34,48,140.41,0,1,0
25,20,155.09,0,3,0
38,39,112.13,4,4,1
23,2,132.39,4,3,1
46,1,146.44,4,5,1
30,51,103.96,1,5,0
37,36,152.63,3,1,1
37,24,98.12,3,5,0
32,54,93.0,0,5,0
40,27,58.92,0,2,0
30,2,99.86,3,2,1
43,31,87.38,1,3,0
21,57,103.97,4,3,1
36,14,144.48,2,2,1
54,2,50.97,0,1,1
24,29,41.01,0,2,1
28,15,90.04,1,3,0
40,12,138.45,1,4,0
36,37,131.55,1,5,0
38,28,89.4,1,4,0
39,20,166.78,0,4,0
41,39,93.66,1,5,0
46,24,138.5,1,2,1
39,21,105.49,2,1,1
32,10,85.25,0,4,0
41,46,95.8,3,1,1
53,14,149.36,3,3,1
33,37,134.44,0,4,0
25,18,158.72,2,3,1
46,24,134.44,5,2,1
33,14,55.55,2,4,1
18,34,204.58,0,3,1
43,58,135.01,3,3,0
29,12,140.59,0,2,1
34,22,104.93,1,1,1
38,56,164.53,2,1,1
36,6,76.28,0,4,0
42,36,144.39,1,2,0
30,45,36.81,2,4,0
40,36,147.09,1,1,1
32,22,76.82,0,2,1
42,14,131.08,1,5,0
41,16,174.29,3,2,1
25,36,152.91,3,2,1
45,56,168.98,0,5,0
29,25,164.83,5,3,1
43,32,99.03,4,3,1
38,33,143.93,2,3,0
53,45,51.0,0,1,1
32,36,92.52,1,2,0
31,20,175.71,0,5,0
34,18,104.6,1,1,1
31,38,45.28,1,5,0
42,3,200.55,3,1,1
18,23,142.49,1,1,0
24,32,150.58,0,1,1
24,45,80.78,1,5,0
44,59,131.36,2,4,0
52,16,130.3,0,1,1
33,59,87.14,2,3,0
33,5,113.21,0,2,0
35,4,59.98,1,4,0
46,21,106.13,1,4,0
25,40,158.95,3,5,0
37,51,90.13,1,4,0
44,14,196.29,1,5,0
40,39,62.56,2,5,0
36,31,109.59,4,3,0
45,14,93.74,2,1,1
18,6,112.79,1,4,0
41,12,174.86,1,1,1
28,16,80.62,0,1,1
18,17,101.95,2,1,1
40,45,146.18,2,5,0
48,23,123.73,2,1,1
33,14,127.01,1,4,1
44,7,81.39,2,5,1
51,46,117.14,2,4,0
48,32,165.26,2,5,0
51,15,55.62,1,2,1
42,44,92.11,3,2,0
35,17,47.38,3,2,1
18,41,141.48,1,2,0
32,54,169.02,3,5,0
26,47,112.66,2,1,1
56,44,79.78,4,3,0
33,34,80.95,2,3,0
36,5,108.12,3,2,1
40,45,107.97,1,1,0
35,27,156.47,3,4,0
51,52,93.24,1,1,0
28,23,137.4,3,4,1
36,40,107.78,0,3,0
27,59,90.21,0,1,0
21,14,106.78,1,1,1
28,15,133.46,2,3,1
34,43,156.6,1,1,1
30,33,109.92,0,4,0
28,53,71.84,2,1,0
20,31,159.99,0,4,0
34,35,84.07,3,2,1
19,17,130.43,2,1,0
42,28,119.01,2,4,0
35,19,113.66,1,3,0
20,46,100.52,0,2,0
31,54,144.81,0,1,1
27,23,20.0,1,4,0
38,32,165.46,2,1,1
48,40,83.5,4,4,0
18,13,136.32,3,1,1
36,59,134.2,3,2,0
33,20,171.0,2,2,0
41,35,127.91,1,1,1
37,5,86.84,0,1,1
27,9,55.81,2,5,0
31,29,106.05,0,1,0
27,6,41.67,4,1,1
45,25,94.86,2,2,1
35,31,108.29,0,1,1
54,22,92.4,0,3,0
34,2,121.67,1,1,1
27,45,110.56,1,5,0
19,5,106.89,2,4,0
18,27,23.03,0,2,0
19,25,68.21,0,3,0
37,8,145.71,1,4,1
40,55,152.17,2,3,0
19,1,46.45,1,2,1
43,20,87.41,3,5,1
30,44,162.88,1,2,0
36,23,91.28,1,3,0
51,32,115.54,3,3,0
43,11,177.67,2,2,1
32,39,105.54,2,1,1
26,47,99.81,1,2,0
18,54,113.72,3,5,0
27,24,194.14,2,2,0
32,11,137.85,2,4,1
25,29,120.76,2,1,1
33,54,99.03,1,4,0
35,26,141.55,2,2,0
32,16,146.39,1,1,0
28,35,77.07,0,4,0
36,20,147.47,2,4,0
39,46,113.95,1,1,0
24,3,120.99,4,1,1
49,1,84.63,2,3,0
34,58,104.0,1,1,0
35,53,78.79,0,2,0
42,47,76.87,0,5,0
37,1,135.08,2,3,1
44,17,105.8,1,1,1
37,2,68.01,1,5,0
28,29,207.08,2,3,0
38,20,75.01,0,2,1
23,6,163.68,4,5,1
36,8,60.94,1,1,1
34,29,138.26,0,1,0
32,48,109.98,2,2,0
33,51,94.84,0,3,0
18,33,127.87,0,5,0
29,3,122.49,0,2,1
35,35,87.5,0,3,0
36,5,85.69,4,4,1
24,27,57.04,2,4,0
47,44,132.22,4,3,1
26,12,69.85,1,1,1
44,20,120.16,2,1,1
39,45,143.7,1,4,0
28,20,128.32,0,1,0
52,9,91.07,1,1,1
23,39,156.35,2,3,0
44,4,103.68,2,3,0
45,51,66.63,2,1,1
28,54,108.65,1,3,0
48,19,143.47,1,5,0
32,38,93.02,2,4,0
37,27,155.13,0,5,0
37,45,89.19,0,5,0
33,43,94.63,1,1,1
43,13,78.16,2,1,1
42,13,147.35,3,5,0
18,57,117.87,2,5,0
48,22,80.81,1,2,1
18,28,104.15,2,2,0
45,52,20.0,1,4,0
46,47,151.12,3,5,0
24,53,113.17,1,3,0
30,45,23.75,0,2,0
23,22,61.73,1,1,0
32,43,103.14,0,5,0
31,19,67.43,3,3,1
42,8,151.73,1,3,0
48,52,136.74,2,3,0
48,8,134.38,1,1,1
29,42,20.0,4,2,1
32,26,98.98,0,3,0
18,48,92.1,0,2,0
26,51,81.84,2,4,0
44,26,103.39,1,1,1
51,23,74.95,2,2,1
22,43,128.61,1,2,0
29,13,150.66,1,3,1
34,28,147.22,0,3,0
37,9,114.48,2,1,1
26,20,199.97,1,2,0
39,56,165.6,0,5,0
30,19,115.94,2,3,0
34,48,100.71,2,3,0
40,39,173.52,1,4,0
35,51,160.3,1,1,1
30,12,63.58,2,2,1
33,15,163.43,1,2,1
34,31,113.83,1,2,1
31,55,85.56,2,3,0
32,14,40.83,0,1,1
50,11,109.24,3,2,1
40,26,119.51,2,5,0
32,42,183.49,1,4,0
41,27,158.29,3,4,1
31,11,96.68,5,2,1
46,38,135.57,1,3,0
38,34,153.05,1,4,0
33,43,123.44,2,4,0
39,19,96.51,2,4,0
19,6,98.71,0,4,0
23,46,135.42,0,2,0
23,52,136.52,4,1,1
36,38,108.28,1,1,1
52,49,20.0,0,3,0
57,42,68.38,0,5,0
41,28,144.79,2,1,1
40,1,34.77,2,5,0
18,35,167.37,3,1,1
29,40,161.45,1,1,1
27,8,121.64,2,3,1
28,59,143.92,2,4,0
33,52,141.15,2,3,0
30,54,115.33,0,1,0
18,47,65.04,1,4,0
42,56,158.69,2,4,0
24,7,176.29,0,4,1
37,11,71.66,0,5,0
55,39,63.55,3,1,1
25,4,114.53,2,2,1
18,25,94.95,2,3,0
32,12,125.8,1,5,0
46,26,168.32,1,3,1
54,38,30.17,0,2,0
22,46,183.25,3,4,0
39,12,103.73,1,2,1
30,43,140.47,0,3,0
33,51,144.75,3,2,1
61,53,149.41,1,1,1
19,37,122.48,2,2,0
37,46,131.82,1,1,0
39,53,131.56,0,2,0
45,24,94.79,2,1,1
35,16,49.68,0,1,0
38,57,71.23,1,2,0
31,13,115.83,1,5,0
37,25,88.53,1,4,0
31,54,88.62,1,4,0
41,54,191.97,1,4,0
31,57,154.36,0,1,1
38,52,109.92,5,4,0
34,54,146.88,0,1,0
46,4,103.19,0,5,0
34,11,124.43,3,2,1
18,32,137.67,1,2,0
47,49,103.3,3,1,1
25,7,92.59,2,1,1
28,46,168.96,2,5,0
29,58,144.56,1,4,0
48,11,29.82,2,5,1
18,28,93.27,0,2,0
66,54,88.75,1,2,0
45,41,95.15,0,4,0
37,23,154.5,1,2,1
34,45,120.77,0,1,1
37,23,64.41,1,2,1
40,50,104.67,1,3,0
41,28,141.67,3,4,0
40,43,111.21,0,4,0
35,47,94.21,0,4,0
33,57,133.25,2,3,0
33,26,184.73,1,5,0
33,25,138.46,4,1,1
46,54,172.04,0,4,0
40,29,96.9,1,2,0
18,19,119.67,2,1,1
41,33,118.86,4,2,1
36,36,124.75,3,1,1
34,14,137.62,1,1,1
31,14,83.24,1,2,0
46,35,145.89,2,2,1
44,30,54.88,0,1,1
27,28,66.57,1,4,0
39,17,205.43,0,2,0
25,3,99.6,1,3,1
21,16,149.18,0,3,1
28,46,187.93,4,1,1
43,30,27.42,1,5,0
44,52,165.05,5,1,1
40,29,145.96,1,1,1
42,45,185.62,0,4,0
40,15,72.74,2,4,0
28,46,178.05,1,5,0
